station_code,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,dominant_topic,purity,poi_count,longitude,latitude,label,supplemented_from,supplemented_station_name,supplemented_via_compound
01311,0.477733540156526,0.0995289803981011,0.206626829031694,0.0699053088412242,0.146205341572454,Topic_1,0.477733540156526,175,103.862364307586,1.30726752871866,Education & Professional Services,,,
01319,0.0149647058889642,0.647408067438833,0.0149544143646261,0.0149819227431735,0.307690889564403,Topic_2,0.647408067438833,8,103.863271591392,1.30755053438561,Dining & Hospitality,,,
01329,0.100936222989059,0.456402307468869,0.238713952642602,0.0363680811208426,0.167579435778628,Topic_2,0.456402307468869,139,103.863574890738,1.30492043399357,Dining & Hospitality,,,
01341,0.587324842630387,0.00296134825526995,0.364383764628161,0.00295915947276296,0.0423708850134196,Topic_1,0.587324842630387,43,103.864488949612,1.3065049075784,Education & Professional Services,,,
01349,0.237342784182884,0.391628575427998,0.00436871961054835,0.198925279317411,0.167734641461158,Topic_2,0.391628575427998,29,103.865469725049,1.30561728478985,Dining & Hospitality,,,
01411,0.0923655034581531,0.115627100766474,0.731162085653442,0.0224267236829609,0.0384185864389693,Topic_3,0.731162085653442,149,103.86295808757,1.30212475902281,Mixed-Use & Community,,,
01419,0.485649757532026,0.254035970218191,0.09444703178948,0.165101183352066,0.00076605710823614,Topic_1,0.485649757532026,168,103.863191358505,1.30192952381826,Education & Professional Services,,,
01421,0.0627114644605797,0.837940867914204,0.0977562834205328,0.00079603370862832,0.000795350496055509,Topic_2,0.837940867914204,162,103.864790119774,1.30336325773987,Dining & Hospitality,,,
01429,0.342356875731944,0.385600497772215,0.166143858247921,0.036595158814082,0.0693036094338381,Topic_2,0.385600497772215,89,103.864977875572,1.30315561144272,Dining & Hospitality,,,
01511,0.553197947452843,0.315784993720377,0.124150928207439,0.0034287558292364,0.00343737479010436,Topic_1,0.553197947452843,37,103.858670490888,1.29923558871236,Education & Professional Services,,,
01519,0.925791663941007,0.00117797904778952,0.0348856668147848,0.0369655741120921,0.00117911608432635,Topic_1,0.925791663941007,109,103.858836848927,1.29902486552666,Education & Professional Services,,,
01521,0.170280642074546,0.514605526236701,0.303558804031445,0.0108281294844571,0.000726898172851327,Topic_2,0.514605526236701,177,103.86070332429,1.300917051754,Dining & Hospitality,,,
01529,0.541068071322222,0.232986909626481,0.224833422304874,0.000556083585992126,0.000555513160430726,Topic_1,0.541068071322222,232,103.860387239156,1.30038426319308,Education & Professional Services,,,
01541,0.295730840734452,0.405949829145114,0.295850038312969,0.00123488252813144,0.00123440927933367,Topic_2,0.405949829145114,104,103.85730555822,1.29892834691207,Dining & Hospitality,,,
01549,0.0314777645123432,0.158366207108166,0.758469395250287,0.0512596582752711,0.000426974853932755,Topic_3,0.758469395250287,302,103.858758746081,1.30068657046255,Mixed-Use & Community,,,
01559,0.256769921657626,0.0464245969133528,0.64949349960998,0.0466746172175685,0.000637364601472274,Topic_3,0.64949349960998,202,103.857574045182,1.3016655271512,Mixed-Use & Community,,,
01611,0.512031414087965,0.455520374781327,0.00138021049322607,0.0296869736671556,0.00138102697032611,Topic_1,0.512031414087965,93,103.85541716401,1.29536054036072,Education & Professional Services,,,
01619,0.166225333245463,0.40879009208822,0.418631873842204,0.00317653215203875,0.0031761686720747,Topic_3,0.418631873842204,40,103.855002777743,1.29423690328481,Mixed-Use & Community,,,
01621,0.233489208584425,0.410375736683062,0.35140794929508,0.00236180132478136,0.00236530411265089,Topic_2,0.410375736683062,54,103.856506238408,1.29698352074814,Dining & Hospitality,,,
01629,0.300064996832696,0.351813580321136,0.331690191142783,0.0146761762282064,0.00175505547517897,Topic_2,0.351813580321136,73,103.856828606833,1.29694413628993,Dining & Hospitality,,,
01631,0.455471797146548,0.541054371427626,0.00115801376307749,0.00115806851997106,0.00115774914277801,Topic_2,0.541054371427626,111,103.855810161351,1.29695231382016,Dining & Hospitality,,,
01639,0.582220522269869,0.00149216544239777,0.362794080996775,0.00149122933430031,0.0520020019566573,Topic_1,0.582220522269869,86,103.855598139418,1.29739508635923,Education & Professional Services,,,
02011,0.00362848681159873,0.824411597617648,0.0696650858285973,0.00362148119898327,0.0986733485431726,Topic_2,0.824411597617648,35,103.851918900684,1.28860611833505,Dining & Hospitality,,,
02029,0.00656940782194759,0.484714838968372,0.00657022067230105,0.105051982214886,0.397093550322494,Topic_2,0.484714838968372,19,103.85287594308,1.28874190241117,Dining & Hospitality,,,
02031,0.403955779453878,0.000390000860268915,0.560297504058353,0.0349666718492846,0.000390043778215336,Topic_3,0.560297504058353,331,103.851215687166,1.29168202554363,Mixed-Use & Community,,,
02049,0.03424868902101,0.146703528124164,0.818053577811051,0.000497159250630522,0.000497045793144679,Topic_3,0.818053577811051,259,103.85410661076,1.29448094643239,Mixed-Use & Community,,,
02051,0.245312655320896,0.743177088880348,0.00384081188677064,0.00383543768606504,0.00383400622592114,Topic_2,0.743177088880348,33,103.858871383016,1.28953565883185,Dining & Hospitality,,,
02061,0.0833281161975198,0.497072987866562,0.41832244494745,0.000638094139123203,0.000638356849344633,Topic_2,0.497072987866562,202,103.856436883442,1.28993385687834,Dining & Hospitality,,,
02089,0.134615309050964,0.030022968529707,0.821669802285349,0.0132472162348552,0.000444703899125223,Topic_3,0.821669802285349,290,103.859326410336,1.29154652374841,Mixed-Use & Community,,,
02099,0.00882519150530033,0.72270812518277,0.0088303642644954,0.250817439858999,0.00881887918843531,Topic_2,0.72270812518277,14,103.861400840864,1.29138363268945,Dining & Hospitality,,,
02101,0.622033111418611,0.194394680809016,0.0735146358356202,0.0771317776947796,0.0329257942419736,Topic_1,0.622033111418611,184,103.861796247081,1.28937813791393,Education & Professional Services,,,
02111,0.00626198059463754,0.784740288160301,0.00626221180176212,0.196475772712624,0.00625974673067551,Topic_2,0.784740288160301,20,103.854546727693,1.29099047721289,Dining & Hospitality,,,
02119,0.00121294627213786,0.123081432151232,0.841609853305099,0.032884186962595,0.00121158130893573,Topic_3,0.841609853305099,106,103.855278930139,1.29178460454077,Mixed-Use & Community,,,
02141,0.538959940664154,0.0772136603058827,0.382660960786083,0.000582667287129198,0.000582770956751508,Topic_1,0.538959940664154,221,103.859363816382,1.29584172327453,Education & Professional Services,,,
02149,0.445543952803185,0.0260409462004319,0.527580655731645,0.000417346941885247,0.00041709832285307,Topic_3,0.527580655731645,309,103.859518440835,1.29553065366219,Mixed-Use & Community,,,
02151,0.072477935976509,0.170522755564736,0.725088519154667,0.000846459162632874,0.0310643301414548,Topic_3,0.725088519154667,152,103.85786931502,1.29323952998139,Mixed-Use & Community,,,
02159,0.272952629393167,0.26239541543342,0.462229923186251,0.00121168768969886,0.00121034429746291,Topic_3,0.462229923186251,106,103.858349430524,1.29351088443448,Mixed-Use & Community,,,
02161,0.530944670819,0.333800189799337,0.120592119977019,0.00733818280924944,0.00732483659539418,Topic_1,0.530944670819,17,103.860935323174,1.29269548853148,Education & Professional Services,,,
02169,0.495765717946151,0.47582343082223,0.0094745026501095,0.00947045364994574,0.00946589493156377,Topic_1,0.495765717946151,13,103.860642667603,1.29333697391116,Education & Professional Services,,,
02171,0.009467352873827,0.962153359583986,0.00946469788767404,0.0094615052311197,0.00945308442339325,Topic_2,0.962153359583986,13,103.860972584795,1.29077987174073,Dining & Hospitality,,,
